Lead ID,Signup Date,Channel,Campaign,Device,Region,Funnel Stage Reached,Days to Convert,Plan,Deal Value
LD4500,2024-08-08,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD3228,2024-05-08,Social Media,LinkedIn Ads,Desktop,Latin America,SQL,,,
LD4654,2024-08-11,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD6674,2024-11-27,Social Media,Instagram Ads,Mobile,Latin America,MQL,,,
LD6296,2024-10-13,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD5372,2024-09-20,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD7024,2024-11-28,Direct,Direct / Type-in,Mobile,North America,MQL,,,
LD1264,2024-01-05,Email Marketing,Promo Blast,Desktop,Asia Pacific,Lead,,,
LD3639,2024-06-11,Organic Search,Landing Page SEO,Mobile,North America,SQL,,,
LD3311,2024-05-24,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD6644,2024-11-19,Social Media,Facebook Ads,Desktop,Latin America,Lead,,,
LD3900,2024-06-22,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD5707,2024-10-16,Organic Search,Blog SEO,Tablet,North America,SQL,,,
LD3909,2024-06-21,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD4493,2024-07-20,Direct,Direct / Type-in,Tablet,North America,Lead,,,
LD1335,2024-01-13,Email Marketing,Promo Blast,Tablet,Asia Pacific,SQL,,,
LD2883,2024-04-10,Referral,Partner Program,Desktop,North America,Lead,,,
LD5356,2024-09-23,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3021,2024-05-25,Organic Search,Landing Page SEO,Mobile,Europe,Customer,62.0,Basic,884.07
LD6600,2024-11-21,Social Media,Facebook Ads,Mobile,North America,MQL,,,
LD1024,2024-01-26,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD3169,2024-05-15,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD4807,2024-08-08,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD2003,2024-03-13,Organic Search,Blog SEO,Desktop,Latin America,SQL,,,
LD6499,2024-11-27,Paid Search,Google Ads - Generic,Tablet,North America,Lead,,,
LD3352,2024-05-24,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD7046,2024-11-01,Direct,Direct / Type-in,Mobile,Latin America,MQL,,,
LD1713,2024-02-09,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,Lead,,,
LD6482,2024-11-12,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD4835,2024-08-11,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,SQL,,,
LD5735,2024-10-26,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD7343,2024-12-13,Social Media,LinkedIn Ads,Mobile,Latin America,MQL,,,
LD7466,2024-12-08,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD1477,2024-01-20,Direct,Direct / Type-in,Desktop,Latin America,Lead,,,
LD5481,2024-09-12,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD2790,2024-04-14,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD6767,2024-11-28,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD7281,2024-12-25,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD1512,2024-02-03,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD7515,2024-12-19,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD3292,2024-05-10,Social Media,LinkedIn Ads,Desktop,Asia Pacific,Lead,,,
LD4735,2024-08-14,Social Media,Facebook Ads,Desktop,Europe,SQL,,,
LD4013,2024-06-08,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD2415,2024-03-15,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD3154,2024-05-24,Paid Search,Google Ads - Generic,Desktop,Asia Pacific,SQL,,,
LD3527,2024-05-19,Direct,Direct / Type-in,Mobile,Asia Pacific,MQL,,,
LD2468,2024-03-01,Direct,Direct / Type-in,Desktop,Europe,MQL,,,
LD3165,2024-05-12,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD5677,2024-10-05,Organic Search,Landing Page SEO,Mobile,North America,MQL,,,
LD6983,2024-11-06,Referral,Partner Program,Mobile,North America,Customer,63.0,Pro,1736.99
LD2421,2024-03-18,Direct,Direct / Type-in,Tablet,North America,Customer,58.0,Pro,1541.93
LD2892,2024-04-27,Referral,Partner Program,Mobile,North America,Lead,,,
LD4579,2024-08-04,Paid Search,Google Ads - Generic,Desktop,Europe,SQL,,,
LD7053,2024-11-14,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD1587,2024-02-21,Paid Search,Google Ads - Generic,Desktop,Europe,SQL,,,
LD1200,2024-01-06,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD6455,2024-11-02,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD3224,2024-05-06,Social Media,Instagram Ads,Mobile,North America,MQL,,,
LD2216,2024-03-15,Email Marketing,Monthly Newsletter,Desktop,North America,Customer,66.0,Basic,1495.2
LD3506,2024-05-18,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD7307,2024-12-27,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD1458,2024-01-24,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD2358,2024-03-28,Referral,Partner Program,Desktop,North America,MQL,,,
LD6952,2024-11-16,Referral,Affiliate Program,Desktop,Europe,Lead,,,
LD7585,2024-12-10,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD3973,2024-06-01,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD6353,2024-11-11,Organic Search,Blog SEO,Mobile,Europe,MQL,,,
LD4918,2024-08-11,Referral,Affiliate Program,Mobile,North America,SQL,,,
LD2040,2024-03-06,Organic Search,Blog SEO,Desktop,Asia Pacific,MQL,,,
LD5329,2024-09-07,Email Marketing,Promo Blast,Mobile,Asia Pacific,Lead,,,
LD2644,2024-04-07,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD1958,2024-03-17,Organic Search,Landing Page SEO,Mobile,Asia Pacific,MQL,,,
LD4622,2024-08-10,Paid Search,Google Ads - Generic,Desktop,North America,MQL,,,
LD4718,2024-08-13,Social Media,LinkedIn Ads,Desktop,North America,SQL,,,
LD1839,2024-02-10,Referral,Partner Program,Desktop,North America,Lead,,,
LD6675,2024-11-06,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD2079,2024-03-10,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
LD7571,2024-12-13,Email Marketing,Monthly Newsletter,Mobile,North America,SQL,,,
LD2927,2024-04-14,Referral,Partner Program,Mobile,North America,Lead,,,
LD6688,2024-11-18,Social Media,Facebook Ads,Mobile,North America,Lead,,,
LD7322,2024-12-02,Paid Search,Google Ads - Generic,Mobile,Europe,Lead,,,
LD5971,2024-10-15,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD4342,2024-07-01,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD5086,2024-09-28,Organic Search,Blog SEO,Desktop,North America,Customer,12.0,Pro,1898.55
LD4280,2024-07-19,Email Marketing,Promo Blast,Mobile,North America,Customer,59.0,Pro,2992.98
LD3987,2024-06-12,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD6185,2024-10-03,Referral,Partner Program,Mobile,Europe,Lead,,,
LD6270,2024-10-03,Direct,Direct / Type-in,Desktop,Asia Pacific,MQL,,,
LD7746,2024-12-08,Direct,Direct / Type-in,Mobile,Europe,MQL,,,
LD2748,2024-04-27,Email Marketing,Monthly Newsletter,Tablet,Asia Pacific,MQL,,,
LD2243,2024-03-16,Email Marketing,Promo Blast,Mobile,Latin America,MQL,,,
LD3950,2024-06-10,Referral,Partner Program,Mobile,Asia Pacific,Lead,,,
LD7107,2024-12-14,Organic Search,Blog SEO,Tablet,North America,Lead,,,
LD2653,2024-04-28,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD2329,2024-03-15,Referral,Partner Program,Desktop,Asia Pacific,Lead,,,
LD3846,2024-06-28,Email Marketing,Promo Blast,Desktop,Latin America,MQL,,,
LD3859,2024-06-27,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,Customer,11.0,Basic,1133.42
LD1409,2024-01-09,Referral,Affiliate Program,Desktop,Asia Pacific,MQL,,,
LD7688,2024-12-26,Referral,Partner Program,Desktop,North America,SQL,,,
LD7381,2024-12-18,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD7532,2024-12-07,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD1743,2024-02-23,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD5708,2024-10-02,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD4101,2024-07-18,Organic Search,Blog SEO,Desktop,Latin America,SQL,,,
LD5540,2024-09-25,Referral,Affiliate Program,Mobile,Asia Pacific,Lead,,,
LD2583,2024-04-14,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD5858,2024-10-05,Social Media,Instagram Ads,Desktop,North America,MQL,,,
LD5075,2024-09-16,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD1080,2024-01-15,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD3378,2024-05-28,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD2658,2024-04-03,Paid Search,Google Ads - Brand,Mobile,Latin America,SQL,,,
LD7018,2024-11-10,Direct,Direct / Type-in,Desktop,Europe,SQL,,,
LD4271,2024-07-26,Email Marketing,Promo Blast,Desktop,North America,Customer,10.0,Pro,3202.01
LD6055,2024-10-07,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD3978,2024-06-24,Referral,Partner Program,Mobile,North America,SQL,,,
LD3571,2024-06-26,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD6786,2024-11-25,Email Marketing,Promo Blast,Desktop,North America,Customer,53.0,Basic,1298.16
LD2200,2024-03-14,Social Media,LinkedIn Ads,Desktop,North America,Lead,,,
LD7508,2024-12-19,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD5512,2024-09-05,Referral,Affiliate Program,Mobile,Asia Pacific,SQL,,,
LD3133,2024-05-03,Paid Search,Google Ads - Generic,Mobile,Latin America,Lead,,,
LD6446,2024-11-24,Organic Search,Landing Page SEO,Mobile,Latin America,Lead,,,
LD3411,2024-05-05,Email Marketing,Monthly Newsletter,Desktop,Europe,SQL,,,
LD3229,2024-05-08,Social Media,Facebook Ads,Mobile,North America,Lead,,,
LD4196,2024-07-17,Paid Search,Google Ads - Generic,Tablet,North America,Customer,50.0,Basic,522.13
LD3168,2024-05-08,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD4922,2024-08-14,Referral,Partner Program,Tablet,North America,SQL,,,
LD6890,2024-11-26,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD2355,2024-03-21,Referral,Affiliate Program,Desktop,Asia Pacific,Lead,,,
LD6552,2024-11-07,Paid Search,Google Ads - Generic,Mobile,Europe,Lead,,,
LD6434,2024-11-03,Organic Search,Blog SEO,Desktop,Asia Pacific,Customer,74.0,Enterprise,13096.19
LD7738,2024-12-19,Direct,Direct / Type-in,Desktop,Asia Pacific,SQL,,,
LD7577,2024-12-22,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD4607,2024-08-25,Paid Search,Google Ads - Generic,Desktop,Europe,SQL,,,
LD3896,2024-06-19,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD1382,2024-01-15,Referral,Partner Program,Mobile,Europe,Lead,,,
LD4519,2024-08-05,Organic Search,Blog SEO,Desktop,North America,Customer,41.0,Pro,1996.71
LD6350,2024-11-26,Organic Search,Landing Page SEO,Mobile,Asia Pacific,Lead,,,
LD4842,2024-08-01,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD1325,2024-01-01,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD7549,2024-12-02,Email Marketing,Promo Blast,Desktop,Asia Pacific,MQL,,,
LD6642,2024-11-17,Social Media,Instagram Ads,Tablet,Latin America,Lead,,,
LD2104,2024-03-11,Paid Search,Google Ads - Brand,Desktop,North America,SQL,,,
LD5538,2024-09-08,Referral,Affiliate Program,Mobile,Latin America,Customer,45.0,Basic,1289.59
LD3246,2024-05-11,Social Media,Facebook Ads,Mobile,Asia Pacific,Lead,,,
LD6472,2024-11-24,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,MQL,,,
LD3300,2024-05-05,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD5685,2024-10-23,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Lead,,,
LD1843,2024-02-07,Referral,Partner Program,Mobile,Asia Pacific,MQL,,,
LD4413,2024-07-05,Referral,Partner Program,Desktop,North America,MQL,,,
LD2920,2024-04-17,Referral,Partner Program,Desktop,North America,Customer,60.0,Pro,3646.82
LD4769,2024-08-10,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD6313,2024-10-09,Direct,Direct / Type-in,Mobile,Latin America,SQL,,,
LD7121,2024-12-11,Organic Search,Blog SEO,Desktop,Europe,MQL,,,
LD4754,2024-08-10,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD6045,2024-10-21,Email Marketing,Promo Blast,Tablet,Europe,SQL,,,
LD6399,2024-11-19,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Lead,,,
LD5368,2024-09-16,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD5507,2024-09-20,Referral,Partner Program,Desktop,Asia Pacific,SQL,,,
LD2039,2024-03-10,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD7639,2024-12-10,Referral,Partner Program,Desktop,North America,MQL,,,
LD6000,2024-10-04,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD6632,2024-11-17,Social Media,Facebook Ads,Desktop,North America,MQL,,,
LD1089,2024-01-24,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD5958,2024-10-05,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD5222,2024-09-18,Social Media,Instagram Ads,Mobile,North America,MQL,,,
LD7327,2024-12-21,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD1474,2024-01-24,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD5596,2024-09-28,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD1157,2024-01-11,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD4149,2024-07-03,Paid Search,Google Ads - Generic,Mobile,Europe,Lead,,,
LD5630,2024-10-15,Organic Search,Landing Page SEO,Mobile,Europe,MQL,,,
LD2769,2024-04-16,Email Marketing,Promo Blast,Mobile,Europe,MQL,,,
LD3005,2024-04-04,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD3875,2024-06-19,Email Marketing,Monthly Newsletter,Tablet,Asia Pacific,SQL,,,
LD2407,2024-03-07,Direct,Direct / Type-in,Desktop,Asia Pacific,SQL,,,
LD3723,2024-06-23,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD2617,2024-04-22,Paid Search,Google Ads - Generic,Tablet,Asia Pacific,Lead,,,
LD5881,2024-10-22,Social Media,LinkedIn Ads,Mobile,Asia Pacific,Lead,,,
LD2935,2024-04-01,Referral,Partner Program,Mobile,Asia Pacific,SQL,,,
LD7591,2024-12-11,Email Marketing,Monthly Newsletter,Mobile,Europe,MQL,,,
LD1199,2024-01-01,Social Media,Facebook Ads,Desktop,Asia Pacific,MQL,,,
LD2673,2024-04-13,Social Media,Facebook Ads,Tablet,North America,Lead,,,
LD5011,2024-08-15,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD1504,2024-02-28,Organic Search,Landing Page SEO,Desktop,Europe,MQL,,,
LD1074,2024-01-20,Organic Search,Landing Page SEO,Desktop,Latin America,SQL,,,
LD1643,2024-02-01,Paid Search,Google Ads - Brand,Mobile,Latin America,Lead,,,
LD5253,2024-09-23,Social Media,Facebook Ads,Mobile,Europe,SQL,,,
LD3618,2024-06-06,Organic Search,Blog SEO,Tablet,North America,SQL,,,
LD3657,2024-06-08,Paid Search,Google Ads - Brand,Mobile,North America,SQL,,,
LD7111,2024-12-23,Organic Search,Blog SEO,Mobile,Europe,MQL,,,
LD4048,2024-07-07,Organic Search,Landing Page SEO,Desktop,North America,MQL,,,
LD3516,2024-05-12,Direct,Direct / Type-in,Desktop,Asia Pacific,Customer,69.0,Basic,516.04
LD3799,2024-06-15,Email Marketing,Promo Blast,Mobile,North America,Customer,18.0,Pro,4629.93
LD5595,2024-09-06,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD2098,2024-03-05,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD6625,2024-11-01,Social Media,LinkedIn Ads,Desktop,Europe,MQL,,,
LD4586,2024-08-08,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD3688,2024-06-13,Paid Search,Google Ads - Generic,Mobile,North America,SQL,,,
LD6963,2024-11-02,Referral,Partner Program,Desktop,Europe,SQL,,,
LD6201,2024-10-05,Referral,Partner Program,Desktop,Asia Pacific,SQL,,,
LD2058,2024-03-17,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD5473,2024-09-14,Referral,Partner Program,Desktop,North America,SQL,,,
LD4765,2024-08-13,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Lead,,,
LD3003,2024-04-02,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD7783,2024-12-11,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD4387,2024-07-20,Referral,Affiliate Program,Mobile,North America,SQL,,,
LD6717,2024-11-21,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD2845,2024-04-07,Email Marketing,Promo Blast,Mobile,Europe,SQL,,,
LD4028,2024-06-11,Direct,Direct / Type-in,Desktop,Asia Pacific,SQL,,,
LD4928,2024-08-27,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD6370,2024-11-01,Organic Search,Landing Page SEO,Desktop,North America,SQL,,,
LD1209,2024-01-07,Social Media,Instagram Ads,Desktop,North America,MQL,,,
LD2398,2024-03-16,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD5193,2024-09-05,Paid Search,Google Ads - Generic,Desktop,North America,MQL,,,
LD3211,2024-05-27,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD4752,2024-08-01,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD1799,2024-02-01,Email Marketing,Promo Blast,Tablet,Europe,Customer,36.0,Pro,3418.74
LD7382,2024-12-24,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD6126,2024-10-01,Email Marketing,Promo Blast,Desktop,Asia Pacific,Lead,,,
LD7708,2024-12-18,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD6429,2024-11-10,Organic Search,Landing Page SEO,Mobile,Europe,SQL,,,
LD5403,2024-09-10,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD7396,2024-12-08,Social Media,Instagram Ads,Mobile,Europe,Lead,,,
LD1812,2024-02-07,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD6389,2024-11-25,Organic Search,Blog SEO,Desktop,Asia Pacific,Lead,,,
LD3674,2024-06-28,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
LD6569,2024-11-18,Paid Search,Google Ads - Brand,Tablet,Europe,Lead,,,
LD3610,2024-06-06,Organic Search,Blog SEO,Mobile,North America,SQL,,,
LD2322,2024-03-04,Email Marketing,Monthly Newsletter,Mobile,Latin America,Lead,,,
LD2870,2024-04-09,Referral,Partner Program,Tablet,Asia Pacific,MQL,,,
LD7742,2024-12-27,Direct,Direct / Type-in,Mobile,Latin America,SQL,,,
LD6667,2024-11-22,Social Media,Instagram Ads,Desktop,Europe,MQL,,,
LD3806,2024-06-13,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD5398,2024-09-27,Email Marketing,Promo Blast,Mobile,Asia Pacific,MQL,,,
LD1402,2024-01-11,Referral,Affiliate Program,Tablet,North America,MQL,,,
LD1626,2024-02-15,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD6012,2024-10-22,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD1042,2024-01-17,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD2704,2024-04-14,Social Media,Facebook Ads,Mobile,North America,Lead,,,
LD6949,2024-11-09,Referral,Affiliate Program,Tablet,North America,SQL,,,
LD5824,2024-10-22,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
LD7308,2024-12-06,Paid Search,Google Ads - Brand,Mobile,Asia Pacific,MQL,,,
LD4099,2024-07-08,Organic Search,Landing Page SEO,Mobile,North America,Customer,62.0,Basic,929.27
LD2727,2024-04-13,Social Media,Facebook Ads,Desktop,North America,Lead,,,
LD7354,2024-12-28,Social Media,LinkedIn Ads,Tablet,North America,Lead,,,
LD5153,2024-09-10,Paid Search,Google Ads - Brand,Tablet,North America,MQL,,,
LD7325,2024-12-01,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD3108,2024-05-19,Paid Search,Google Ads - Brand,Desktop,North America,Customer,27.0,Basic,1016.47
LD1677,2024-02-06,Social Media,Facebook Ads,Mobile,North America,SQL,,,
LD4952,2024-08-06,Referral,Affiliate Program,Desktop,North America,SQL,,,
LD6503,2024-11-04,Paid Search,Google Ads - Generic,Tablet,North America,Lead,,,
LD4663,2024-08-19,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD5064,2024-09-26,Organic Search,Landing Page SEO,Mobile,Asia Pacific,MQL,,,
LD5196,2024-09-13,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD2466,2024-03-06,Direct,Direct / Type-in,Desktop,North America,SQL,,,
LD2175,2024-03-25,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD5358,2024-09-19,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD1997,2024-03-25,Organic Search,Landing Page SEO,Desktop,Asia Pacific,SQL,,,
LD4760,2024-08-27,Email Marketing,Monthly Newsletter,Mobile,North America,SQL,,,
LD6806,2024-11-11,Email Marketing,Promo Blast,Tablet,Europe,SQL,,,
LD2670,2024-04-13,Social Media,Instagram Ads,Desktop,North America,MQL,,,
LD1550,2024-02-03,Organic Search,Landing Page SEO,Mobile,Europe,SQL,,,
LD2942,2024-04-16,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD3437,2024-05-18,Referral,Partner Program,Desktop,Europe,Lead,,,
LD7616,2024-12-25,Referral,Partner Program,Mobile,North America,Lead,,,
LD1297,2024-01-12,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD6082,2024-10-26,Email Marketing,Monthly Newsletter,Desktop,North America,Customer,39.0,Basic,1367.98
LD5249,2024-09-16,Social Media,LinkedIn Ads,Mobile,Asia Pacific,SQL,,,
LD3958,2024-06-05,Referral,Affiliate Program,Mobile,North America,Lead,,,
LD5815,2024-10-14,Paid Search,Google Ads - Brand,Tablet,Asia Pacific,Lead,,,
LD6291,2024-10-15,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD2220,2024-03-14,Email Marketing,Monthly Newsletter,Desktop,Europe,Customer,22.0,Basic,1090.34
LD3844,2024-06-11,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD1866,2024-02-01,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD2439,2024-03-10,Direct,Direct / Type-in,Mobile,North America,SQL,,,
LD3742,2024-06-09,Social Media,Instagram Ads,Mobile,North America,MQL,,,
LD3064,2024-05-05,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD3035,2024-05-20,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD7709,2024-12-18,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
